candidate_id,source_batch_id,min_current_width_atr,untouched_lookback,tp_sl_ratio,tp_atr_multiplier,sl_atr_multiplier,market_data_hash,realised_trade_count,r_eligible_trade_count,win_rate,profit_factor,cumulative_gross_r,cumulative_net_r,return_pct,max_drawdown_pct,long_trades,long_win_rate,long_cumulative_gross_r,long_cumulative_net_r,short_trades,short_win_rate,short_cumulative_gross_r,short_cumulative_net_r,run_id,instance_id
w07-lb070-r5_5,lab_3d_boundary_w07_10_r55_60,7,70,5.5,16.5,3.0,ec8fc5e1e7be301430b04222e7fe6be38b8b85dcfbd37a7eefad40f8d2ab14fe,595,595,0.1865546218487394957983193277,1.156935951157613572689258903,126.5000000000000017423148563,126.5000000000000017423148563,0.4734427004392414252250533746,-0.2437273210476967044929373562,358,0.1759776536312849162011173184,51.50000000000000262601300720,51.50000000000000262601300720,237,0.2025316455696202531645569620,74.99999999999999911630184918,74.99999999999999911630184918,run_229fdeda47774dfbaa26265dc4e97e02,ema_pullback:0046d4ac37edfb1ea2a66869
w07-lb070-r6_0,lab_3d_boundary_w07_10_r55_60,7,70,6.0,18.0,3.0,ec8fc5e1e7be301430b04222e7fe6be38b8b85dcfbd37a7eefad40f8d2ab14fe,589,589,0.1782682512733446519524617997,1.216787282426346328132380883,145.9999999999999970691812850,145.9999999999999970691812850,0.7131177947343261622574387537,-0.2349304698967292186714444175,353,0.1699716713881019830028328612,66.99999999999999750838337814,66.99999999999999750838337814,236,0.1906779661016949152542372881,78.99999999999999956079790692,78.99999999999999956079790692,run_0c12cbbd24ac4e56aba19fbfc7da5e2f,ema_pullback:13942fe4831cfa71dde69086
w07-lb075-r5_5,lab_3d_boundary_w07_10_r55_60,7,75,5.5,16.5,3.0,ec8fc5e1e7be301430b04222e7fe6be38b8b85dcfbd37a7eefad40f8d2ab14fe,584,584,0.1883561643835616438356164384,1.173908752223345124084990437,131.0000000000000030288870838,131.0000000000000030288870838,0.5381487739323811593340717732,-0.2248206560550247904575796983,349,0.1805157593123209169054441261,60.50000000000000262601300716,60.50000000000000262601300716,235,0.2,70.50000000000000040287407663,70.50000000000000040287407663,run_3226bc7d5dde412f86126f90b27735b9,ema_pullback:4b10cb039b33cf3f9fa94bb9
w07-lb075-r6_0,lab_3d_boundary_w07_10_r55_60,7,75,6.0,18.0,3.0,ec8fc5e1e7be301430b04222e7fe6be38b8b85dcfbd37a7eefad40f8d2ab14fe,578,578,0.1799307958477508650519031142,1.232194390328823282039650978,149.9999999999999979268961035,149.9999999999999979268961035,0.784292648365464206678865295,-0.2187835103523173956822372619,344,0.1744186046511627906976744186,75.99999999999999750838337817,75.99999999999999750838337817,234,0.1880341880341880341880341880,74.00000000000000041851272519,74.00000000000000041851272519,run_3f407d7d83be4d69841be39d26a93206,ema_pullback:dbb1009d3c6c7c657540f91b
w07-lb080-r5_5,lab_3d_boundary_w07_10_r55_60,7,80,5.5,16.5,3.0,ec8fc5e1e7be301430b04222e7fe6be38b8b85dcfbd37a7eefad40f8d2ab14fe,574,574,0.1898954703832752613240418118,1.180325201085691043363852604,134.5000000000000031237293789,134.5000000000000031237293789,0.5537499429381381741875147344,-0.2248206560550247904575796980,340,0.1852941176470588235294117647,69.50000000000000262601300715,69.50000000000000262601300715,234,0.1965811965811965811965811966,65.00000000000000049771637182,65.00000000000000049771637182,run_eb57f4ea616b4655917484c8fcdb7487,ema_pullback:45b2142d9524d94e159ccb93
w07-lb080-r6_0,lab_3d_boundary_w07_10_r55_60,7,80,6.0,18.0,3.0,ec8fc5e1e7be301430b04222e7fe6be38b8b85dcfbd37a7eefad40f8d2ab14fe,568,568,0.1813380281690140845070422535,1.238408091167159921114677724,152.9999999999999981165806939,152.9999999999999981165806939,0.7977850650467886235627608123,-0.2187835103523173956822372606,335,0.1791044776119402985074626866,84.99999999999999750838337816,84.99999999999999750838337816,233,0.1845493562231759656652360515,68.00000000000000060819731559,68.00000000000000060819731559,run_9e9413e6f9004e75b12b30a115de103f,ema_pullback:9ed2bf91215a0a0db5c8aa30
w07-lb085-r5_5,lab_3d_boundary_w07_10_r55_60,7,85,5.5,16.5,3.0,ec8fc5e1e7be301430b04222e7fe6be38b8b85dcfbd37a7eefad40f8d2ab14fe,570,570,0.1912280701754385964912280702,1.187007895445629289424823312,138.5000000000000031237293788,138.5000000000000031237293788,0.5774039320336654273236930552,-0.2248206560550247904575796980,338,0.1863905325443786982248520710,71.50000000000000262601300712,71.50000000000000262601300712,232,0.1982758620689655172413793103,67.00000000000000049771637184,67.00000000000000049771637184,run_e4b85f143bfe4ea58b401850c9b4e231,ema_pullback:94af99403f3c29816877a29b
w07-lb085-r6_0,lab_3d_boundary_w07_10_r55_60,7,85,6.0,18.0,3.0,ec8fc5e1e7be301430b04222e7fe6be38b8b85dcfbd37a7eefad40f8d2ab14fe,564,564,0.1826241134751773049645390071,1.245185576089338995224898829,156.9999999999999981165806938,156.9999999999999981165806938,0.8251541977170715894866616794,-0.2187835103523173956822372606,333,0.1801801801801801801801801802,86.99999999999999750838337816,86.99999999999999750838337816,231,0.1861471861471861471861471861,70.00000000000000060819731560,70.00000000000000060819731560,run_b613504b8e274f5997131057c31de9b5,ema_pullback:d022d795d969de15223235aa
w07-lb090-r5_5,lab_3d_boundary_w07_10_r55_60,7,90,5.5,16.5,3.0,ec8fc5e1e7be301430b04222e7fe6be38b8b85dcfbd37a7eefad40f8d2ab14fe,559,559,0.1914132379248658318425760286,1.200166378843936561211571586,136.5000000000000028306909127,136.5000000000000028306909127,0.601031826935836313255213976,-0.2248206560550247904575796991,328,0.1859756097560975609756097561,68.50000000000000233297454094,68.50000000000000233297454094,231,0.1991341991341991341991341991,68.00000000000000049771637178,68.00000000000000049771637178,run_5cfdce6d9bf241b297a2380faec047dd,ema_pullback:d6a199cf99b9b5d53ab7d59c
w07-lb090-r6_0,lab_3d_boundary_w07_10_r55_60,7,90,6.0,18.0,3.0,ec8fc5e1e7be301430b04222e7fe6be38b8b85dcfbd37a7eefad40f8d2ab14fe,554,554,0.1823104693140794223826714801,1.256640337283692388799713476,152.9999999999999987861971699,152.9999999999999987861971699,0.838253209546014966318806087,-0.2187835103523173956822372641,324,0.1790123456790123456790123457,81.99999999999999817799985412,81.99999999999999817799985412,230,0.1869565217391304347826086957,71.00000000000000060819731559,71.00000000000000060819731559,run_588cc793ed0648d180e72565551858fc,ema_pullback:7d8a71eca207c2ddae1d7d6a
