candidate_id,source_batch_id,min_current_width_atr,untouched_lookback,market_data_hash,realised_trade_count,r_eligible_trade_count,win_rate,profit_factor,cumulative_gross_r,cumulative_net_r,return_pct,max_drawdown_pct,long_trades,long_win_rate,long_cumulative_gross_r,long_cumulative_net_r,short_trades,short_win_rate,short_cumulative_gross_r,short_cumulative_net_r,run_id,instance_id
w03-lb125,lab_width_x_untouched_2d_v1,3,125,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,841,841,0.5469678953626634958382877527,1.190645467153877519361180147,79,79,0.6009462418531356795397248233,-0.0981923665295016679588800681,464,0.5711206896551724137931034483,66,66,377,0.5172413793103448275862068966,13,13,run_9ea8edcb812049b3b14bc8ab124af9f0,ema_pullback:986d45834c2405ae48318c72
w03-lb130,lab_width_x_untouched_2d_v1,3,130,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,814,814,0.5429975429975429975429975430,1.177770249450922979768850412,70,70,0.5314552549558689424707064384,-0.0932819291397462426550186594,451,0.5676274944567627494456762749,61,61,363,0.5123966942148760330578512397,9,9,run_3c26605e5614470285e862921bef5cf1,ema_pullback:a1a3bdf32465eb538f593ec7
w03-lb135,lab_width_x_untouched_2d_v1,3,135,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,788,788,0.5342639593908629441624365482,1.140712938331562045494393174,54,54,0.4035249732039185745685890441,-0.0984104558916047469340292841,437,0.5560640732265446224256292906,49,49,351,0.5071225071225071225071225071,5,5,run_1510fffa32c942208f1190b44c912d7e,ema_pullback:537e7943ceace8f5e32c7a13
w03-lb140,lab_width_x_untouched_2d_v1,3,140,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,759,759,0.5349143610013175230566534914,1.141297093996941090219494046,53,53,0.3870401727848329142432077488,-0.0770935961888884133411568375,418,0.5550239234449760765550239234,46,46,341,0.5102639296187683284457478006,7,7,run_6e790e60f35c4f35b3a62d6006a93ff3,ema_pullback:878337dd63e28d815bbb467b
w04-lb060,lab_width_x_untouched_2d_v1,4,60,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,1283,1283,0.5105222135619641465315666407,1.027498988639961964164346653,27,27,0.1210785720936392232324502986,-0.2155216190613184981928706321,729,0.5212620027434842249657064472,31,31,554,0.4963898916967509025270758123,-4,-4,run_e4ae884b7b604fc7ad73195d76b0d214,ema_pullback:247c729a787b984135dc3073
w04-lb065,lab_width_x_untouched_2d_v1,4,65,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,1236,1236,0.5153721682847896440129449838,1.049692626881873864077165583,38,38,0.2191711403805805149317773689,-0.1888382444457404271586012240,703,0.5248933143669985775248933144,35,35,533,0.5028142589118198874296435272,3,3,run_056613c23b534c1abb1b8352cf272fbb,ema_pullback:fdae813a442d3669af635384
w04-lb070,lab_width_x_untouched_2d_v1,4,70,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,1198,1198,0.5200333889816360601001669449,1.060868737104563134732878240,48,48,0.2599748404149460052380835643,-0.1675564999112800917405801332,685,0.5299270072992700729927007299,41,41,513,0.5068226120857699805068226121,7,7,run_3172023efd5746e6ba426631db9bc816,ema_pullback:2538392de4f8d4d896186e86
w04-lb075,lab_width_x_untouched_2d_v1,4,75,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,1143,1143,0.5223097112860892388451443570,1.077362889673677475021200552,51,51,0.3210418092012702550240924217,-0.1391048608718728653788783268,649,0.5315870570107858243451463790,41,41,494,0.5101214574898785425101214575,10,10,run_45bfe774f50b4901acf7af06377c35f2,ema_pullback:f55d72c5ce642f72b3637648
w04-lb080,lab_width_x_untouched_2d_v1,4,80,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,1088,1088,0.5294117647058823529411764706,1.092712457384444295869979591,64,64,0.3670556046981338325781269655,-0.1216350449624209023414224064,614,0.5423452768729641693811074919,52,52,474,0.5126582278481012658227848101,12,12,run_fff28841d15a4671b52e421bf6b58548,ema_pullback:348e9a9fd3cddf76241d7b9c
w04-lb085,lab_width_x_untouched_2d_v1,4,85,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,1047,1047,0.5319961795606494746895893028,1.088961670486198040336067806,67,67,0.3358191620010088799875000449,-0.1047207300775959902944359336,587,0.5468483816013628620102214651,55,55,460,0.5130434782608695652173913043,12,12,run_799bfde2cd6043aeaf5a9c4629402d9c,ema_pullback:e2513d3e90a611f5ba490e6a
w04-lb090,lab_width_x_untouched_2d_v1,4,90,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,1017,1017,0.5339233038348082595870206490,1.109557127447015187697638867,69,69,0.4152079140335024390526102587,-0.1087852186835346638645164958,563,0.5488454706927175843694493783,55,55,454,0.5154185022026431718061674009,14,14,run_5effbf2493224eedb07a921edec1ed0c,ema_pullback:6a9828d96b2f3cf168ac6157
w04-lb095,lab_width_x_untouched_2d_v1,4,95,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,988,988,0.5384615384615384615384615385,1.123769786712595127763239000,76,76,0.4643512890817857782324372309,-0.1182057964521918907846601015,543,0.5598526703499079189686924494,65,65,445,0.5123595505617977528089887640,11,11,run_0fac63a7b16b4ae7a6b34d6b7ca53630,ema_pullback:02aa900191ee180e7632ee60
w04-lb100,lab_width_x_untouched_2d_v1,4,100,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,956,956,0.5418410041841004184100418410,1.127980415912343385729576077,80,80,0.4730834399626965096786602771,-0.1040109033818061564349212508,526,0.5608365019011406844106463878,64,64,430,0.5186046511627906976744186047,16,16,run_742fa6372f8743f7b096cf903902ecd1,ema_pullback:8d42407bc239cd132259c5e1
w04-lb105,lab_width_x_untouched_2d_v1,4,105,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,925,925,0.5459459459459459459459459459,1.141214308311680030713657461,85,85,0.4969605259074076163263681165,-0.0884727739651661654202385743,509,0.5697445972495088408644400786,71,71,416,0.5168269230769230769230769231,14,14,run_cc7a5af754c2453483f9f55a564b6e7d,ema_pullback:1f8d944a502c6c5f88c79a8b
w04-lb110,lab_width_x_untouched_2d_v1,4,110,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,891,891,0.5476992143658810325476992144,1.152072848975068895767835152,85,85,0.5076585000531801634082888009,-0.1028333570463813575428442327,492,0.5711382113821138211382113821,70,70,399,0.5187969924812030075187969925,15,15,run_d7accb48d077471f80a9cc914966359a,ema_pullback:794484c02e4f4ee331f4ab3a
w04-lb115,lab_width_x_untouched_2d_v1,4,115,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,862,862,0.5464037122969837587006960557,1.163370732003632596520855497,80,80,0.5346323269893271228585119903,-0.1028333570463813575428442313,475,0.5705263157894736842105263158,67,67,387,0.5167958656330749354005167959,13,13,run_2e26dda6aced4de6aea5e4af25ed16cc,ema_pullback:63b3805047192c0e5dd77f1e
w04-lb120,lab_width_x_untouched_2d_v1,4,120,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,834,834,0.5479616306954436450839328537,1.189677264099255161353890553,80,80,0.6082487422389207777318420547,-0.0892771659857862189306822392,459,0.5751633986928104575163398693,69,69,375,0.5146666666666666666666666667,11,11,run_9c7f7fdb3d8644548aecdef7be4e8149,ema_pullback:f4d96212ce0baeb76127e4c2
w04-lb125,lab_width_x_untouched_2d_v1,4,125,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,801,801,0.5418227215980024968789013733,1.161840281968126173727479563,67,67,0.4777957055127586102257292292,-0.0856489939242849187060449072,444,0.5675675675675675675675675676,60,60,357,0.5098039215686274509803921569,7,7,run_b4457984c76e47e69829e5c263516cab,ema_pullback:c763a9851001225a46a632e5
w04-lb130,lab_width_x_untouched_2d_v1,4,130,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,777,777,0.5392535392535392535392535393,1.155626233386301946116866812,61,61,0.4404367308537503552611129126,-0.0790273880889364163918130234,432,0.5648148148148148148148148148,56,56,345,0.5072463768115942028985507246,5,5,run_1f7ee6263bd144458fe51843d85fc893,ema_pullback:689b727c3182483129d1dfe5
w04-lb135,lab_width_x_untouched_2d_v1,4,135,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,753,753,0.5312084993359893758300132802,1.123469548808500780849934061,47,47,0.3356654841220161417216686433,-0.0992691165050891232120149946,419,0.5536992840095465393794749403,45,45,334,0.5029940119760479041916167665,2,2,run_ff622ebe0f1c4e9fb9c0d767605e2008,ema_pullback:954c173079a005f7ab5bebfd
w04-lb140,lab_width_x_untouched_2d_v1,4,140,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,732,732,0.5314207650273224043715846995,1.124835755009504051587233521,46,46,0.3247356398462404976361696087,-0.0923848859833178619919778457,404,0.5544554455445544554455445545,44,44,328,0.5030487804878048780487804878,2,2,run_4bb90c433a724597991c43c0aa9f8120,ema_pullback:f0fad8ef8c2029fd8d075307
