candidate_id,source_batch_id,min_current_width_atr,untouched_lookback,market_data_hash,realised_trade_count,r_eligible_trade_count,win_rate,profit_factor,cumulative_gross_r,cumulative_net_r,return_pct,max_drawdown_pct,long_trades,long_win_rate,long_cumulative_gross_r,long_cumulative_net_r,short_trades,short_win_rate,short_cumulative_gross_r,short_cumulative_net_r,run_id,instance_id
w05-lb140,lab_width_x_untouched_2d_v1,5,140,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,676,676,0.5369822485207100591715976331,1.155663280688271320013348015,50,50,0.3743702598193082368981727851,-0.0902421006324982475003878920,372,0.5591397849462365591397849462,44,44,304,0.5098684210526315789473684211,6,6,run_00dfef332b714dfa9833378039d45d8e,ema_pullback:07fdf6726e42b5ac7ff9136b
w06-lb060,lab_width_x_untouched_2d_v1,6,60,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,835,835,0.5377245508982035928143712575,1.145675715879972479233484830,63,63,0.4166074170849654775674372931,-0.1095640079399474413105528065,486,0.5452674897119341563786008230,44,44,349,0.5272206303724928366762177650,19,19,run_f8ae492520f04442937c2b04119f7bfd,ema_pullback:82755f24b4230a7d64d1d2b9
w06-lb065,lab_width_x_untouched_2d_v1,6,65,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,815,815,0.5374233128834355828220858896,1.148214376040364882934883447,61,61,0.417336099011811923455302625,-0.1095640079399474413105528037,475,0.5452631578947368421052631579,43,43,340,0.5264705882352941176470588235,18,18,run_4e2d63d1530d44eeb3e5905886c17d02,ema_pullback:4ae75d057cb0de44fa473264
w06-lb070,lab_width_x_untouched_2d_v1,6,70,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,798,798,0.5388471177944862155388471178,1.147378567721218151221001295,62,62,0.4068461685805630225280667461,-0.1126183152088068477971443651,466,0.5472103004291845493562231760,44,44,332,0.5271084337349397590361445783,18,18,run_ea0f882713c4406fb99476aa3d2dd076,ema_pullback:fbb6a82109d593da2318e002
w06-lb075,lab_width_x_untouched_2d_v1,6,75,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,776,776,0.5386597938144329896907216495,1.148545781252048982227410907,60,60,0.398268883230380126259169823,-0.1068493089483372548947713758,451,0.5476718403547671840354767184,43,43,325,0.5261538461538461538461538462,17,17,run_027fe504dcda4e5595c264fb8d8c77fc,ema_pullback:d1bb2112a8d545ac800e9393
w06-lb080,lab_width_x_untouched_2d_v1,6,80,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,751,751,0.5432756324900133155792276964,1.156281188823557539683612030,65,65,0.4084410692719865927057016991,-0.0967873747973139955389616104,435,0.5563218390804597701149425287,49,49,316,0.5253164556962025316455696203,16,16,run_31821d3b102346aeb191c3f0f704a78c,ema_pullback:a6c6fe9b65b2673fc1a09bab
w06-lb085,lab_width_x_untouched_2d_v1,6,85,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,739,739,0.5453315290933694181326116373,1.161429340108904168897540560,67,67,0.4122949982029882495417488264,-0.0967131128804673940658311514,428,0.5584112149532710280373831776,50,50,311,0.5273311897106109324758842444,17,17,run_f4d1b5fcf81747818b408a46520bff7e,ema_pullback:f13aa0cebce0dd7dfad4a9ed
w06-lb090,lab_width_x_untouched_2d_v1,6,90,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,722,722,0.5470914127423822714681440443,1.174744609200789971454430023,68,68,0.4407555091216842816661082966,-0.1002270541090875894561247562,413,0.5617433414043583535108958838,51,51,309,0.5275080906148867313915857605,17,17,run_b9cb63201420429dbd59b675e0df4c42,ema_pullback:abc97c6fc207d105b137b304
w06-lb095,lab_width_x_untouched_2d_v1,6,95,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,704,704,0.5525568181818181818181818182,1.201460678867074850187885948,74,74,0.5025784551041919988814867264,-0.0901971368683582080008190640,399,0.5714285714285714285714285714,57,57,305,0.5278688524590163934426229508,17,17,run_346d35673e3e4bc5a89a9019fdfae129,ema_pullback:540ba3486a71099a31219ce6
w06-lb100,lab_width_x_untouched_2d_v1,6,100,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,692,692,0.5549132947976878612716763006,1.211785310851667914601576827,76,76,0.5216256594444367814081985349,-0.0934368076199293704578288088,391,0.5728900255754475703324808184,57,57,301,0.5315614617940199335548172757,19,19,run_70c1574651dd4def94797a663d2a4ea3,ema_pullback:9f51590b78c5160c192cc4de
w06-lb105,lab_width_x_untouched_2d_v1,6,105,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,679,679,0.5581737849779086892488954345,1.216104963319344825502653247,79,79,0.5197018766508744349516175942,-0.0878585789442035518384059221,383,0.5822454308093994778067885117,63,63,296,0.5270270270270270270270270270,16,16,run_194bb6fb26484385abfd6771f6328569,ema_pullback:5cec98e72f82f3353c5b8fb6
w06-lb110,lab_width_x_untouched_2d_v1,6,110,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,661,661,0.5567322239031770045385779123,1.215325689204605344095599623,75,75,0.4991774626993808767972782552,-0.0878585789442035518384059209,374,0.5775401069518716577540106952,58,58,287,0.5296167247386759581881533101,17,17,run_f1a9c3c54a4e4b2389eab0934ebb728a,ema_pullback:37d0d80394e2bc6dcc144b8d
w06-lb115,lab_width_x_untouched_2d_v1,6,115,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,644,644,0.5543478260869565217391304348,1.216071149979626772486135555,70,70,0.4842281619352758264933655747,-0.0921225814275977073643821419,363,0.5730027548209366391184573003,53,53,281,0.5302491103202846975088967972,17,17,run_35a8c772db6944bfa8ebb2837668ad6e,ema_pullback:c1b240bba46e425b66964174
w06-lb120,lab_width_x_untouched_2d_v1,6,120,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,633,633,0.5545023696682464454976303318,1.228975425938454712101149062,69,69,0.5065819065443810413326682849,-0.0971520577717708372200174524,356,0.5730337078651685393258426966,52,52,277,0.5306859205776173285198555957,17,17,run_87eb74074e984ad5af52377beab6aee5,ema_pullback:6e635a6b98adb1e2f0325e70
w06-lb125,lab_width_x_untouched_2d_v1,6,125,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,610,610,0.5491803278688524590163934426,1.200396963434355760478829242,60,60,0.414041348122297355341164866,-0.0935552580019242003389690248,345,0.5652173913043478260869565217,45,45,265,0.5283018867924528301886792453,15,15,run_f821f060aeff4ab99c0aab29757b4fee,ema_pullback:68e9caa71278b15114c703a3
w06-lb130,lab_width_x_untouched_2d_v1,6,130,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,597,597,0.5477386934673366834170854271,1.185994457311454103781779586,57,57,0.3737499505160597242824778053,-0.0924208740795466489637332445,339,0.5634218289085545722713864307,43,43,258,0.5271317829457364341085271318,14,14,run_875398d70fc7433fa34bc4e4bfc35099,ema_pullback:7f2ec4b6a4c40fa4326300d5
w06-lb135,lab_width_x_untouched_2d_v1,6,135,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,585,585,0.5435897435897435897435897436,1.167759288731288692535813257,51,51,0.3285490404929791334873004336,-0.0977700991368631767668146570,333,0.5585585585585585585585585586,39,39,252,0.5238095238095238095238095238,12,12,run_cd680c2827564f5f8bef0302b1da885c,ema_pullback:ed6e82e35f7f8d7c95bc8bbc
w06-lb140,lab_width_x_untouched_2d_v1,6,140,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,569,569,0.5448154657293497363796133568,1.181580117540321012766773810,51,51,0.3435868692664411278813574553,-0.1030534650455223736223221451,322,0.5590062111801242236024844720,38,38,247,0.5263157894736842105263157895,13,13,run_d472b989ede7441dad4eccfafb4b77ab,ema_pullback:6bc5291a8b879b99e2736a1a
w07-lb060,lab_width_x_untouched_2d_v1,7,60,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,659,659,0.5250379362670713201820940819,1.082222360808752886176681892,33,33,0.1624868046515790218421302742,-0.1282633328630418995300628816,393,0.5190839694656488549618320611,15,15,266,0.5338345864661654135338345865,18,18,run_268fed127255426c90781a376b3f1c11,ema_pullback:711b5ea8c4116f698ac8f94f
w07-lb065,lab_width_x_untouched_2d_v1,7,65,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,646,646,0.5232198142414860681114551084,1.082567781273992488903052665,30,30,0.1607594717838766717898204621,-0.1299643023899879121396209804,386,0.5207253886010362694300518135,16,16,260,0.5269230769230769230769230769,14,14,run_5271e77356b546ecbfa34013614b1834,ema_pullback:4dd037295b4aa319f17859fa
w07-lb070,lab_width_x_untouched_2d_v1,7,70,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,635,635,0.5244094488188976377952755906,1.081688128444887911523064554,31,31,0.1570531605726368554796883646,-0.1307891560474297337331085698,379,0.5250659630606860158311345646,19,19,256,0.5234375,12,12,run_08e3a87e11c74520a669d15bc6bee3fb,ema_pullback:51e688de5083f2b03f9c360a
w07-lb075,lab_width_x_untouched_2d_v1,7,75,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,620,620,0.5241935483870967741935483871,1.077814046293758276918358550,30,30,0.145621611548195714985397034,-0.1317592136071927686534325735,367,0.5286103542234332425068119891,21,21,253,0.5177865612648221343873517787,9,9,run_5fa082ff9a744cf2842436951ec84a1b,ema_pullback:fbe9f2dceb36345739c9c8a6
w07-lb080,lab_width_x_untouched_2d_v1,7,80,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,603,603,0.5290215588723051409618573798,1.085224922529158728080049456,35,35,0.1568324801894061364579297947,-0.1265587698774125209703291682,355,0.5380281690140845070422535211,27,27,248,0.5161290322580645161290322581,8,8,run_ca290e66e46446c1af6946ec3df539fa,ema_pullback:9aa02515f7881f830ccb5bc2
w07-lb085,lab_width_x_untouched_2d_v1,7,85,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,597,597,0.5326633165829145728643216080,1.087300214027267975609175721,39,39,0.1586861763410242357399333844,-0.1241072352314606717686698753,352,0.5426136363636363636363636364,30,30,245,0.5183673469387755102040816327,9,9,run_700acf53db674ac8bff92c1da09511b9,ema_pullback:022683efbd27291f45f6218f
w07-lb090,lab_width_x_untouched_2d_v1,7,90,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,584,584,0.5376712328767123287671232877,1.115747273980061071412002365,44,44,0.2079822401829406230933313835,-0.0974074399004149117802707380,340,0.55,34,34,244,0.5204918032786885245901639344,10,10,run_5e8f7e9440ef4aaa95b17d7638618159,ema_pullback:d6d55e211d4182b7dc6e3dd3
w07-lb095,lab_width_x_untouched_2d_v1,7,95,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,571,571,0.5411558669001751313485113835,1.139681938130683667336950563,47,47,0.2469070342729923436904594284,-0.0873460919556474470090088527,330,0.5575757575757575757575757576,38,38,241,0.5186721991701244813278008299,9,9,run_1b6ab3a6e6f04a999cfb1718f02ee11a,ema_pullback:e7263bb7f9e2ba10cfce90d3
w07-lb100,lab_width_x_untouched_2d_v1,7,100,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,564,564,0.5443262411347517730496453901,1.149168351149792362908754881,50,50,0.2629119514169530375090803654,-0.0809798153538824399424257335,324,0.5617283950617283950617283951,40,40,240,0.5208333333333333333333333333,10,10,run_eb91b4bbcf304687ac08482f0e79635b,ema_pullback:a3b796126248128e888164b3
w07-lb105,lab_width_x_untouched_2d_v1,7,105,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,555,555,0.5495495495495495495495495495,1.161228320285145249653861597,55,55,0.2800363041356001718138645823,-0.0809798153538824399424257302,318,0.5723270440251572327044025157,46,46,237,0.5189873417721518987341772152,9,9,run_c3d1fea8f3d541e09663201eaafc7dee,ema_pullback:a6815efec290c2442c3246c8
w07-lb110,lab_width_x_untouched_2d_v1,7,110,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,542,542,0.5479704797047970479704797048,1.161116036751181584498665639,52,52,0.2697793285568678534473066174,-0.0809798153538824399424257351,313,0.5654952076677316293929712460,41,41,229,0.5240174672489082969432314410,11,11,run_1ca3259298794542bf070fbd8dc2dbac,ema_pullback:cc1dc6d0fb0505567be7613b
w07-lb115,lab_width_x_untouched_2d_v1,7,115,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,530,530,0.5471698113207547169811320755,1.167588713818873644830833209,50,50,0.2717643642098283644346017864,-0.0809798153538824399424257316,307,0.5635179153094462540716612378,39,39,223,0.5246636771300448430493273543,11,11,run_fbbdc72b46d9455f95a98a05fb0af9b5,ema_pullback:9db1a72e2eb09718f4f27b94
w07-lb120,lab_width_x_untouched_2d_v1,7,120,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,522,522,0.5478927203065134099616858238,1.187762043801946189761585176,50,50,0.3000641814149097345683674035,-0.0762202969956801153890465470,303,0.5643564356435643564356435644,39,39,219,0.5251141552511415525114155251,11,11,run_b142576053364780ae61f684742503c8,ema_pullback:4c23f82bcc8ae6024162526f
w07-lb125,lab_width_x_untouched_2d_v1,7,125,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,507,507,0.5443786982248520710059171598,1.178587634718925666684784563,45,45,0.2788463629427000332550473271,-0.0762324454840806622666445200,296,0.5608108108108108108108108108,36,36,211,0.5213270142180094786729857820,9,9,run_67abc16e6b0246bba6149ac45aa37ae1,ema_pullback:10bceff4cf3e61edbc6ee0f9
w07-lb130,lab_width_x_untouched_2d_v1,7,130,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,497,497,0.5452716297786720321931589537,1.173957115070617768510333691,45,45,0.2663600808932279327782967513,-0.0768373081707639410922589562,293,0.5631399317406143344709897611,37,37,204,0.5196078431372549019607843137,8,8,run_f97db79a233c44a79dca6f173da17901,ema_pullback:1a7771959ac311ca01f0fa57
w07-lb135,lab_width_x_untouched_2d_v1,7,135,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,487,487,0.5400410677618069815195071869,1.152883391016250027985192443,39,39,0.2293845582657184561280496476,-0.0768373081707639410922589544,288,0.5590277777777777777777777778,34,34,199,0.5125628140703517587939698492,5,5,run_0a1f1176184b4cb3bc4072ee4957149e,ema_pullback:11c8c44f5d681b0a1ffd8279
w07-lb140,lab_width_x_untouched_2d_v1,7,140,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,474,474,0.5379746835443037974683544304,1.145748170574176665355501256,36,36,0.2137282127852820831355201965,-0.0789737857813013114381915041,279,0.5555555555555555555555555556,31,31,195,0.5128205128205128205128205128,5,5,run_fecef824da804dbebd0d1c8546d7fd0f,ema_pullback:3f767602b2b1710e24297ed0
w08-lb060,lab_width_x_untouched_2d_v1,8,60,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,514,514,0.5389105058365758754863813230,1.145454286491226318643900750,40,40,0.197672257445887532282843441,-0.0743912597594864736773108734,319,0.5485893416927899686520376176,31,31,195,0.5230769230769230769230769231,9,9,run_577a2a2c198049d79234c124f46c888e,ema_pullback:7e00e26a4e6e3b93beb8afa4
w08-lb065,lab_width_x_untouched_2d_v1,8,65,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,505,505,0.5346534653465346534653465347,1.132358989054946401980033567,35,35,0.1763669334991463553782104098,-0.0824570315162584347802471330,315,0.5460317460317460317460317460,29,29,190,0.5157894736842105263157894737,6,6,run_ecd0a7e01f024ff38729d5b67965f83a,ema_pullback:5783ec7522a0b65993b11ffc
w08-lb070,lab_width_x_untouched_2d_v1,8,70,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,500,500,0.538,1.146130067608028514442679058,38,38,0.1943604065259230399225307303,-0.0824570315162584347802471328,311,0.5498392282958199356913183280,31,31,189,0.5185185185185185185185185185,7,7,run_10f2d070bb7a44ae935cee8181534e9e,ema_pullback:01c679c6303c05b9598b1a01
w08-lb075,lab_width_x_untouched_2d_v1,8,75,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,490,490,0.5387755102040816326530612245,1.134151445446719791494483024,38,38,0.1730614947555523698835481259,-0.0909067867980496393324098976,301,0.5514950166112956810631229236,31,31,189,0.5185185185185185185185185185,7,7,run_474e2d473dee4f07a22ed1e33c8edd1c,ema_pullback:65e0d59469ab52120de260ad
w08-lb080,lab_width_x_untouched_2d_v1,8,80,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,478,478,0.5439330543933054393305439331,1.144935609850397371867850339,42,42,0.1842945113886610763311247926,-0.0909067867980496393324098974,292,0.5616438356164383561643835616,36,36,186,0.5161290322580645161290322581,6,6,run_27c8f1ddbd724f1c9e4c8d6e7d87a995,ema_pullback:7f62e433f76197f7496f4484
w08-lb085,lab_width_x_untouched_2d_v1,8,85,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,473,473,0.5475687103594080338266384778,1.143283417491411469164682970,45,45,0.1793389447398586386338703194,-0.0909067867980496393324098974,289,0.5674740484429065743944636678,39,39,184,0.5163043478260869565217391304,6,6,run_3b1a9feb1c5646dfb48973a26f03b4cf,ema_pullback:90e92543ad961e9c82c79fa2
w08-lb090,lab_width_x_untouched_2d_v1,8,90,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,466,466,0.5472103004291845493562231760,1.151437925971718522457194064,44,44,0.1876325149648820058708861038,-0.0909067867980496393324098959,282,0.5673758865248226950354609929,38,38,184,0.5163043478260869565217391304,6,6,run_6c804b28c11d42d9a11e7bd4b579f529,ema_pullback:5ce9380a8e02d0f1fff17a13
w08-lb095,lab_width_x_untouched_2d_v1,8,95,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,460,460,0.55,1.173936615642326414271822119,46,46,0.2150031060707697845021419379,-0.0909067867980496393324098980,277,0.5740072202166064981949458484,41,41,183,0.5136612021857923497267759563,5,5,run_95c7a468df9f4881b622901c10960208,ema_pullback:0a99f8822be8531c5673c164
w08-lb100,lab_width_x_untouched_2d_v1,8,100,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,455,455,0.5516483516483516483516483516,1.182672528667811756615540350,47,47,0.2243495203916285033123675362,-0.0909067867980496393324098979,273,0.5750915750915750915750915751,41,41,182,0.5164835164835164835164835165,6,6,run_9370952e649d4f3a9553805e11e00016,ema_pullback:c95ca7b2c69ca706ba2fa39c
w08-lb105,lab_width_x_untouched_2d_v1,8,105,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,451,451,0.5565410199556541019955654102,1.203208560256234645787999460,51,51,0.2481977179218334943283452967,-0.0871717787395014307615148276,269,0.5836431226765799256505576208,45,45,182,0.5164835164835164835164835165,6,6,run_c27fab0832b545cd94828641d3d28fcb,ema_pullback:1cb98d85d75ee5e2e0971379
w08-lb110,lab_width_x_untouched_2d_v1,8,110,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,445,445,0.5528089887640449438202247191,1.193017940816819001001153194,47,47,0.2328554530265709411095041686,-0.0811407839041253347735108411,266,0.5789473684210526315789473684,42,42,179,0.5139664804469273743016759777,5,5,run_30e71c32a7614db5a07349ac86bb3a2a,ema_pullback:a16888a4153c88ca1dc41368
w08-lb115,lab_width_x_untouched_2d_v1,8,115,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,435,435,0.5540229885057471264367816092,1.211548158347120793142049118,47,47,0.2465604925082841646617274717,-0.0848583688207662409287733878,260,0.5769230769230769230769230769,40,40,175,0.52,7,7,run_80cb7cfbd3a24cc98e67108087c95b9c,ema_pullback:426c16da614fb6c9315778ba
w08-lb120,lab_width_x_untouched_2d_v1,8,120,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,430,430,0.5534883720930232558139534884,1.207367356176768146637512292,46,46,0.2399634286012432156015883255,-0.0803330763651563437174619210,256,0.578125,40,40,174,0.5172413793103448275862068966,6,6,run_0b82f80dfedc4b49a3592b511a1c52f3,ema_pullback:6864494dab8f874958ea4406
w08-lb125,lab_width_x_untouched_2d_v1,8,125,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,420,420,0.5523809523809523809523809524,1.213033191571260281720992052,44,44,0.2443288936951163242567925003,-0.0803330763651563437174619214,252,0.5753968253968253968253968254,38,38,168,0.5178571428571428571428571429,6,6,run_814785ffc5f149db956ab815fc9a971a,ema_pullback:d1867e8106c113cae6719eb4
w08-lb130,lab_width_x_untouched_2d_v1,8,130,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,412,412,0.5558252427184466019417475728,1.215960160535788935681825091,46,46,0.2438748785257865939363181533,-0.0809352540488865543163923957,250,0.58,40,40,162,0.5185185185185185185185185185,6,6,run_be3734b394894aacabdb7d532471d87d,ema_pullback:fc62c5e135357971dd353350
w08-lb135,lab_width_x_untouched_2d_v1,8,135,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,405,405,0.5530864197530864197530864198,1.204790882652181309104846976,43,43,0.2271131382216404360652479847,-0.0809352540488865543163923948,246,0.5772357723577235772357723577,38,38,159,0.5157232704402515723270440252,5,5,run_948039f4b84b4578baae77c9da338f24,ema_pullback:cd49bfd2f431298de1f1da65
w08-lb140,lab_width_x_untouched_2d_v1,8,140,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,392,392,0.5510204081632653061224489796,1.195973170308643226663670730,40,40,0.2114857195214390781257990345,-0.0729578563214948127190588274,237,0.5738396624472573839662447257,35,35,155,0.5161290322580645161290322581,5,5,run_d85dfeefb22a4284a2df7b6dee6085ec,ema_pullback:fc3eec340deba5eac5feb2fc
w09-lb060,lab_width_x_untouched_2d_v1,9,60,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,406,406,0.5394088669950738916256157635,1.093874301650292644347351258,32,32,0.09269487581421753670381025451,-0.0693210027020190264827045618,259,0.5598455598455598455598455598,31,31,147,0.5034013605442176870748299320,1,1,run_b879097b21824d74acaea5ad6331ef13,ema_pullback:28a253eb8e57ca7b5242f5bd
w09-lb065,lab_width_x_untouched_2d_v1,9,65,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,399,399,0.5313283208020050125313283208,1.068095520497171289163572950,25,25,0.06615531426149880752633000613,-0.0752969834027912761239175276,256,0.5546875,28,28,143,0.4895104895104895104895104895,-3,-3,run_735fa001b90d4f6fa8c8fa5d5c4c4855,ema_pullback:0c281c2f73c54227807a2bc9
w09-lb070,lab_width_x_untouched_2d_v1,9,70,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,395,395,0.5341772151898734177215189873,1.081063311120479058638513886,27,27,0.07842468685481116391596514736,-0.0752969834027912761239175252,252,0.5595238095238095238095238095,30,30,143,0.4895104895104895104895104895,-3,-3,run_26bc1a00fa064ffbbf971629e97ff2de,ema_pullback:ef6c87380010e82210f0a7ff
w09-lb075,lab_width_x_untouched_2d_v1,9,75,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,387,387,0.5348837209302325581395348837,1.069129618063934631064522159,27,27,0.06526436723872505866164286595,-0.0838126763642800613100954607,244,0.5614754098360655737704918033,30,30,143,0.4895104895104895104895104895,-3,-3,run_4b319fb78f21479d8b9b08308509ee8a,ema_pullback:c03660d94b5164e44e123cd2
w09-lb080,lab_width_x_untouched_2d_v1,9,80,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,376,376,0.5425531914893617021276595745,1.093694930575165231229553306,32,32,0.08718224073901783478213775494,-0.0838126763642800613100954613,235,0.5744680851063829787234042553,35,35,141,0.4893617021276595744680851064,-3,-3,run_46d1e41679444339982145fc40a634e5,ema_pullback:4db08d43f380c168a4a6ec8d
w09-lb085,lab_width_x_untouched_2d_v1,9,85,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,372,372,0.5456989247311827956989247312,1.082569208800294372404908979,34,34,0.07560585691443333596284570828,-0.0838126763642800613100954613,232,0.5818965517241379310344827586,38,38,140,0.4857142857142857142857142857,-4,-4,run_e1b37855ff734d3cb7a0a9de5db4744f,ema_pullback:5a6ee8132c93e988f21f02b0
w09-lb090,lab_width_x_untouched_2d_v1,9,90,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,368,368,0.5434782608695652173913043478,1.081347871345079481542603053,32,32,0.07365885024153221125000480678,-0.0838126763642800613100954603,228,0.5789473684210526315789473684,36,36,140,0.4857142857142857142857142857,-4,-4,run_a23509b6b9e74d3a91ff359e0d9b52e0,ema_pullback:5c1eee8e32960b7ef958e837
w09-lb095,lab_width_x_untouched_2d_v1,9,95,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,364,364,0.5439560439560439560439560440,1.101359957743380835995106747,32,32,0.09128004332593833241361933,-0.0838126763642800613100954603,225,0.5822222222222222222222222222,37,37,139,0.4820143884892086330935251799,-5,-5,run_420c2ad4d83940899bf38ef78976f24c,ema_pullback:641aa102a314156457bd5af8
w09-lb100,lab_width_x_untouched_2d_v1,9,100,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,360,360,0.5444444444444444444444444444,1.104974401818859335733581932,32,32,0.0941348242585266433592289564,-0.0838126763642800613100954582,222,0.5810810810810810810810810811,36,36,138,0.4855072463768115942028985507,-4,-4,run_35287c830a7744e4b8f370f55bb97d96,ema_pullback:4f14169d58e15358100a929e
w09-lb105,lab_width_x_untouched_2d_v1,9,105,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,356,356,0.5505617977528089887640449438,1.130187710003663650179126208,36,36,0.115446666162337854261831977,-0.0800485221640011980769081349,218,0.5917431192660550458715596330,40,40,138,0.4855072463768115942028985507,-4,-4,run_13821c97280c4ff0af7956ff36b958b4,ema_pullback:e170dbfa0b09714fb0706315
w09-lb110,lab_width_x_untouched_2d_v1,9,110,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,353,353,0.5495750708215297450424929178,1.131183210111385550172152517,35,35,0.1154292296300152483759851158,-0.0739704644501805925314123971,216,0.5879629629629629629629629630,38,38,137,0.4890510948905109489051094891,-3,-3,run_c891531836c84906844a0021940b6f13,ema_pullback:4e0e5ca5ee36cc40170c5bbc
w09-lb115,lab_width_x_untouched_2d_v1,9,115,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,346,346,0.5462427745664739884393063584,1.123476721271848307780994648,32,32,0.1062444875578821524428811512,-0.0777170595470346778196726881,211,0.5829383886255924170616113744,35,35,135,0.4888888888888888888888888889,-3,-3,run_4ffd4b3bc75e4fb28432b3198a01fed8,ema_pullback:89b3d757c5ddb815d230ea9e
w09-lb120,lab_width_x_untouched_2d_v1,9,120,04f80388f867e247ea84d67cacce59dade652531311bf9b4f7ce62a529404503,342,342,0.5467836257309941520467836257,1.121054039634991955864326500,32,32,0.1032614527732963548099066269,-0.0731564539640589629207580723,208,0.5865384615384615384615384615,36,36,134,0.4850746268656716417910447761,-4,-4,run_24f1aa921029448ca1a3433055b295a2,ema_pullback:58d3075f23005701b7f02c33
